stcty,D_PctEst,EM_PctEst,F_PctEst,FB_PctEst,LEP_PctEst,LI_PctEst,OA_PctEst,RM_PctEst,Y_PctEst,msaname,Mean_IPD
13047,14,2.9,51.5,2.3,1.6,28.9,16.2,7.3,23.5,"CHATTANOOGA, TN-GA",14
13051,13.5,6.3,51.7,6.4,3.4,35.9,14,47.1,22,"SAVANNAH, GA",18
13053,12.5,15.3,32.8,6.5,3.2,45,3.7,30.1,22.3,"COLUMBUS, GA-AL",14
13057,9.9,10,50.8,8.6,4.9,22.7,12.3,13.6,25.7,"ATLANTA, GA",15
13059,10.5,10.6,52.4,10.3,7,53.3,9.9,36.6,17.4,"ATHENS, GA",17
13063,10.6,13.2,52.8,13.9,9.5,47.9,8.4,81.4,28.2,"ATLANTA, GA",21
13067,8.5,12.8,51.7,15.8,7.5,26.6,11,40.1,24.4,"ATLANTA, GA",17
13073,11.2,6.2,51.2,7,3.3,20.5,12.3,25,25.9,"AUGUSTA-AIKEN, GA-SC",16
13077,10.8,6.8,51.2,6.2,4,28.4,12.8,23.2,25.5,"ATLANTA, GA",15
13083,16.3,2.2,51.1,2.2,1,39,17.7,4.9,19.2,"CHATTANOOGA, TN-GA",15
13089,10.6,8.7,52.6,16.3,8.9,37.1,11.1,65.4,23.5,"ATLANTA, GA",18
13095,15.3,2.6,53.7,2.5,1.4,54.6,14.2,72.4,24.7,"ALBANY, GA",19
13097,11.6,9.2,52.2,8.5,4.1,34,10.7,51.7,26.6,"ATLANTA, GA",17
13103,12.9,3.9,50.5,2.9,1.7,27.4,11,17.6,26.9,"SAVANNAH, GA",15
13113,9.3,7.1,51.5,10,3.2,17.1,16.5,30.9,23.8,"ATLANTA, GA",16
13117,7.2,9.5,50.4,15.9,6.5,15.1,11.1,17,28.6,"ATLANTA, GA",15
13121,10,7.4,51.5,12.7,5.4,31.8,10.8,55,22.8,"ATLANTA, GA",17
13135,7.2,20.7,51.1,25,15.1,32.1,8.9,49.3,27.7,"ATLANTA, GA",19
13145,18.5,3.3,49.7,2.2,0.7,22.8,16.9,21,22.1,"COLUMBUS, GA-AL",15
13151,10.7,6.5,52.1,7.7,3.1,28.7,10.6,49.2,26.7,"ATLANTA, GA",17
13153,12.5,6.6,51.4,5.6,3.1,34.4,11.9,38.3,25.8,"MACON, GA",17
13169,14.8,1.5,51.4,0.9,0.4,33.6,16.1,27,23.9,"MACON, GA",15
13177,10,2.7,50.3,3.5,1.7,26.8,11.2,25.5,26.8,"ALBANY, GA",14
13189,13,2.9,53.3,2.3,1.1,42.4,16.3,45.2,26.4,"AUGUSTA-AIKEN, GA-SC",17
13195,18.1,4.9,49.8,4.1,2.9,43.7,16,15.2,23.1,"ATHENS, GA",16
13215,18.1,7.5,51,5.7,3.3,43.7,12.2,55.5,24.9,"COLUMBUS, GA-AL",19
13217,15.1,5.1,52.5,5.9,2.4,38,12,48,26.9,"ATLANTA, GA",18
13219,9.5,4.8,50.9,5.9,3.1,19.3,14.2,11.3,26.8,"ATHENS, GA",14
13223,10.1,5.8,51.1,5.4,1.7,28.4,9.7,23.7,27.5,"ATLANTA, GA",14
13225,15.6,7.5,51.9,5.2,4.3,41.7,14.4,51.5,21.8,"MACON, GA",18
13227,15.9,3,50.4,2.9,1.2,29.8,20.6,4.3,20.4,"ATLANTA, GA",14
13245,16.7,4.8,51.7,3.6,1.8,48.3,12.8,61.8,23.4,"AUGUSTA-AIKEN, GA-SC",18
13247,9.5,10.2,52.8,10.3,6.5,37.8,13,57.9,25.6,"ATLANTA, GA",18
13255,16.4,4.3,51.6,3.2,1.3,45.7,16.8,37.1,24.2,"ATLANTA, GA",18
13289,21.6,0.4,50.7,1.2,1.2,50.8,20.5,44.7,19.2,"MACON, GA",17
13295,18.2,2,50.6,1.3,0.6,40.8,17.6,7.7,22.3,"CHATTANOOGA, TN-GA",15
13297,12.4,4,51.4,4.3,1.7,31.4,14.7,21,25.4,"ATLANTA, GA",15
16001,10.2,7.9,49.9,5.8,3,27.5,13,9.1,24.8,"BOISE CITY, ID",14
16005,15.2,8.3,50.2,4.1,2.3,39.7,13,10.1,26.8,"POCATELLO, ID",16
16027,13.6,24.9,50.5,7.9,6.7,46.2,12.8,12.7,29.7,"BOISE CITY, ID",18
17007,10.9,21,50.1,10.5,6.7,31.2,14.3,12.2,26,"ROCKFORD, IL",18
17019,8.7,5.7,50.1,11.9,6.4,38.4,11.6,27.3,19,"CHAMPAIGN-URBANA, IL",15
17027,13.8,3.1,48.1,1.9,1,22.8,15.8,6.2,21.4,"ST. LOUIS, MO-IL",13
17031,10.3,25.1,51.5,21.1,14.2,34.2,13.5,43.4,22.4,"CHICAGO, IL",19
17037,10.1,10.8,50.5,6.9,3.9,33.9,11.5,15.7,21.8,"CHICAGO, IL",15
17043,8.2,14.1,50.9,18.9,9.2,18,14,21.7,23.3,"CHICAGO, IL",16
17063,10.8,9.4,50,3.7,2.2,22.5,13.1,5.9,25.8,"CHICAGO, IL",14
17073,12.5,5.5,50.4,2.2,1.4,27.9,19.2,6.3,22.6,"DAVENPORT-ROCK ISLAND-MOLINE, IA-IL",15
17083,13,1.3,51.1,1.6,1,23.6,18,3.2,21.3,"ST. LOUIS, MO-IL",13
17089,8.4,31.6,50.2,18.2,13.5,25.9,12.1,27.9,26.7,"CHICAGO, IL",18
17091,15.6,10.1,50.9,5.1,3,31.8,15.5,20.2,23.9,"KANKAKEE, IL",17
17093,7.2,17.6,50.5,9.2,5.8,18.1,9.3,17.4,29.5,"CHICAGO, IL",16
17097,8.7,21.1,50.1,18.4,10.3,21.9,12.8,21.6,25.1,"CHICAGO, IL",17
17111,9.1,12.5,50.2,9.2,5,18.4,12.9,7.6,24.6,"CHICAGO, IL",15
17113,9.5,4.7,51.3,6.9,3,28,11.8,16.6,22,"BLOOMINGTON-NORMAL, IL",14
17115,15.3,2.2,52.2,2.1,0.7,34.3,18.4,21.8,22.3,"DECATUR, IL",16
17119,13,3.1,51.2,2.3,1,28.8,16.1,12.2,22.1,"ST. LOUIS, MO-IL",15
17129,13.7,1.4,51,0.4,0.3,26.7,18.4,2.9,22.4,"SPRINGFIELD, IL",14
17133,9.8,1.5,50.8,1.4,0.5,15.2,16.3,2.2,22.9,"ST. LOUIS, MO-IL",12
17141,12.3,9.8,50.2,5,3.7,28.6,17.4,5.6,23,"ROCKFORD, IL",15
17143,11.8,4.6,51.5,5.8,2.8,33.5,15.5,26.9,23.9,"PEORIA-PEKIN, IL",16
17161,13.6,12.6,50.7,7.9,5.2,32.3,17.9,18.4,22.4,"DAVENPORT-ROCK ISLAND-MOLINE, IA-IL",17
17163,12.9,3.9,51.7,2.8,1.7,34.3,14.3,35.5,23.9,"ST. LOUIS, MO-IL",16
17167,13.9,2.2,52,3.1,1.1,29.5,16.1,17.8,22.8,"SPRINGFIELD, IL",15
17179,11.5,2.2,50.7,2,0.6,24,17.3,4.1,23,"PEORIA-PEKIN, IL",13
17197,8.9,16.8,50.3,12,7.5,19.8,11.7,26.4,26.1,"CHICAGO, IL",16
17201,14.1,12.2,51.1,8.2,4.8,35.4,16.1,21.1,23.8,"ROCKFORD, IL",18
17203,9.4,1.7,50.2,1.2,0.5,21.4,16.4,3.1,24.9,"PEORIA-PEKIN, IL",13
18001,12.8,4.4,50.4,0.9,5.5,39.2,14.8,3.1,31.2,"FORT WAYNE, IN",15
18003,12.4,7.2,51.2,6.4,4.4,34.5,13.5,20.5,26.1,"FORT WAYNE, IN",16
18011,9.7,2.7,50.5,3.6,1.4,18.4,12.6,6.3,26.9,"INDIANAPOLIS, IN",13
18019,14.8,5.3,51.3,3.3,1.8,29.4,14.5,11.7,22.9,"LOUISVILLE, KY-IN",15
18021,19.2,1.3,51.1,0.8,0.9,33.7,16.8,2.6,23.1,"TERRE HAUTE, IN",15
18023,13.8,15.2,50.6,7.2,5.9,36.1,15.7,5.1,26.3,"LAFAYETTE, IN",17
18029,12.1,1.2,50,1.2,0.5,24.2,15.9,2.9,23.3,"CINCINNATI, OH-KY-IN",13
18033,15.1,2.8,50.2,1.4,0.9,31.8,15.1,2.8,24.8,"FORT WAYNE, IN",14
18035,16.3,2.3,51.8,2.2,0.7,42.1,16.3,11.5,18.9,"MUNCIE, IN",15
18039,13.2,15.4,50.5,8,7.5,36,13.6,12.4,27.9,"ELKHART-GOSHEN, IN",17
18043,13.3,3.1,51.5,2.2,1.2,25.7,14.8,9.7,23.1,"LOUISVILLE, KY-IN",14
18057,7.7,3.8,51.1,7.6,2.7,13.8,11,12.6,28.2,"INDIANAPOLIS, IN",13
18059,13.3,2.2,50.9,2.1,0.8,18.7,15.2,4.9,24,"INDIANAPOLIS, IN",13
18061,18.3,1.7,49.8,1,0.4,28.5,16.6,3.2,22.6,"LOUISVILLE, KY-IN",14
18063,11.4,3.6,50.1,4.8,2.1,16.7,12.7,11.8,25.8,"INDIANAPOLIS, IN",14
18067,17.5,3.2,51.6,2,1.5,34.5,18.2,12.2,22.9,"KOKOMO, IN",16
18069,14.4,2.2,50.9,1.5,0.8,31.2,16.2,3.5,22,"FORT WAYNE, IN",14
18081,10.3,3.5,50.9,4.4,1.6,25.3,13.9,7.9,25.3,"INDIANAPOLIS, IN",14
18089,13.9,18.4,51.6,6.7,4.8,34.8,15.2,38,24.2,"GARY, IN",19
18095,17.9,3.8,50,1.9,1.3,39,17.3,12.1,22.1,"INDIANAPOLIS, IN",16
18097,13.7,10.1,51.9,9.1,6.2,41.8,11.7,37.3,24.8,"INDIANAPOLIS, IN",18
18105,11.4,3.3,50.1,8.2,4.1,41.8,11.8,13.5,16,"BLOOMINGTON, IN",14
18109,15.4,1.5,50.7,1.2,0.3,27.7,15.4,2.6,23.4,"INDIANAPOLIS, IN",14
18115,12.9,1,49.8,0.7,0.2,17.3,20.1,2.8,19.5,"CINCINNATI, OH-KY-IN",14
18127,10.9,9.6,50.6,3.8,1.6,23.5,14.9,8.4,22.7,"GARY, IN",14
18129,12.5,1.1,50.1,0.6,0.5,22.8,17.1,3.1,22.3,"EVANSVILLE-HENDERSON, IN-KY",13
18141,13.7,8.3,51.4,6.3,3.2,36.6,14.7,21,23.9,"SOUTH BEND, IN",17
18143,17.9,2.1,51,1.2,0.4,34.3,15.9,2.4,23.2,"LOUISVILLE, KY-IN",14
18145,13.8,4,50.5,2.3,1.4,29.5,15.8,5.6,23.1,"INDIANAPOLIS, IN",14
18157,10.7,8.1,49,11.3,6.2,39.4,10.6,16.8,20.7,"LAFAYETTE, IN",16
18159,17.4,2.6,50.1,1.3,1.3,28.4,19.3,3.9,21.2,"KOKOMO, IN",14
18163,15.5,2.5,51.7,3,1.5,38.1,15.6,14.3,21.8,"EVANSVILLE-HENDERSON, IN-KY",16
18165,18,1.1,50.7,0.9,0.9,36.2,18.8,2.1,22.3,"TERRE HAUTE, IN",15
18167,18.6,2.6,49.3,3.2,1.7,43.4,15.1,12.6,20.7,"TERRE HAUTE, IN",16
18173,11.6,1.8,50.5,3,0.8,21.3,16.1,5.9,24.5,"EVANSVILLE-HENDERSON, IN-KY",13
18179,13.1,2.8,50.8,1.5,0.5,28.8,17.3,3.4,24.7,"FORT WAYNE, IN",13
18183,15.9,1.9,50.1,1,0.5,25.4,16.8,3.4,23.3,"FORT WAYNE, IN",14
19013,11.3,4.2,50.9,5.4,3.1,34.2,15.1,15.3,21.6,"WATERLOO-CEDAR FALLS, IA",15
19049,7.6,6.1,50.6,7.6,3.6,15.4,11.3,8.7,28.4,"DES MOINES, IA",14
19061,10.7,2.3,50.5,2.6,1.5,25.2,16.5,6.8,23.1,"DUBUQUE, IA",13
19103,7,5.5,50.5,10.6,5.5,30.7,10.3,17,20.2,"IOWA CITY, IA",14
19113,10,3.1,50.7,4,2.1,24.8,14.7,11.2,23.7,"CEDAR RAPIDS, IA",14
19153,10.8,8.1,50.8,8.9,5.8,27.5,12.1,15.4,25.2,"DES MOINES, IA",16
19155,14.4,7.5,50.8,3.8,2.4,28.3,16.2,6.6,23.7,"OMAHA, NE-IA",15
19163,10.4,6.4,50.9,3.9,2.2,28.1,14.9,14.1,24,"DAVENPORT-ROCK ISLAND-MOLINE, IA-IL",15
19181,11.9,2.6,51.3,1.2,0.5,18.9,14.9,3.5,25,"DES MOINES, IA",14
19193,12.4,15.8,50.7,8.8,7.2,35,14.1,13.7,26.2,"SIOUX CITY, IA-NE",17
20015,11.7,4.6,49.5,2.4,1,28,14,6.6,25.9,"WICHITA, KS",14
20045,10.8,6,50.5,6.4,2.5,33.4,10.8,17,18.9,"LAWRENCE, KS",14
20079,14.4,11.7,50.9,4.2,3.2,27.8,18.4,6.5,25,"WICHITA, KS",16
20091,9.1,7.4,51,8.6,4.2,16.3,13.1,13.5,25.1,"KANSAS CITY, MO-KS",14
20103,14.7,6.8,46.3,3,2,22.1,13.2,17.1,24.1,"KANSAS CITY, MO-KS",15
20121,11.9,3,51,1.2,0.4,21.6,16.5,4.3,25.3,"KANSAS CITY, MO-KS",14
20173,12.3,14.1,50.6,8.5,5.4,33.9,13.2,20.9,26.3,"WICHITA, KS",17
20177,14.1,12,51.5,4.3,3.2,31.8,16.6,17.1,24.2,"TOPEKA, KS",17
20209,14.6,28.1,50.7,15.7,13.3,47.6,11.5,39.6,28.1,"KANSAS CITY, MO-KS",21
21015,11.1,4.1,50.6,5,3,20.8,12.1,8.6,26.7,"CINCINNATI, OH-KY-IN",14
21017,15.5,6.7,51.5,4.8,4.2,37.7,18,9.6,22.8,"LEXINGTON, KY",16
21019,21.9,1.7,50.1,0.9,0.4,38.5,18.3,5.6,21.3,"HUNTINGTON-ASHLAND, WV-KY-OH",15
21029,15.7,1.8,50.2,1.1,0.8,25.5,14.3,3.7,22.8,"LOUISVILLE, KY-IN",13
21037,11.9,1.9,51,2.2,0.7,29,14.4,6.2,21.5,"CINCINNATI, OH-KY-IN",13
21043,19.6,0.9,50.8,0.5,0.4,49.5,17.4,2.4,22.4,"HUNTINGTON-ASHLAND, WV-KY-OH",15
21047,16.2,7.5,47,2.8,1.5,45.5,11.4,28.3,27.6,"CLARKSVILLE-HOPKINSVILLE, TN-KY",17
21049,17.8,2.7,51.3,1.5,1.6,34.9,16.9,7.3,22.7,"LEXINGTON, KY",16
21059,15.9,2.9,51.3,2.7,1.9,36.5,16.2,8.7,24.4,"OWENSBORO, KY",16
21067,11.9,7,51,9.1,5.7,35.9,12.2,24.4,21.1,"LEXINGTON, KY",16
21077,14.1,5.2,48.9,2.9,2.9,41.6,13.2,5.9,25,"CINCINNATI, OH-KY-IN",14
21081,16.4,2.7,50.5,1.4,1.1,44.9,13,5.1,27.1,"CINCINNATI, OH-KY-IN",16
21089,20.4,1,51.3,0.7,0.3,35.1,19.7,3,21.7,"HUNTINGTON-ASHLAND, WV-KY-OH",15
21101,20.4,2.4,51.6,1.4,1,38.3,16.1,11.6,23.3,"EVANSVILLE-HENDERSON, IN-KY",16
21111,14.2,5,51.7,7.1,4.1,32.6,14.9,27.7,22.6,"LOUISVILLE, KY-IN",16
21113,14.8,3.2,51.2,4.7,2.5,33.8,13.8,8.1,24.8,"LEXINGTON, KY",15
21117,14.2,3,50.6,3,1.7,29.1,13.1,9.6,24.2,"CINCINNATI, OH-KY-IN",15
21151,15.8,2.3,51.4,2.7,1.2,37,12.9,8.3,21.1,"LEXINGTON, KY",14
21185,8.8,3.8,47.6,3.3,1.3,13,12,8.9,25.8,"LOUISVILLE, KY-IN",13
21191,17.8,0.6,49.7,0.6,0.3,31.3,14.8,2.9,22.7,"CINCINNATI, OH-KY-IN",14
21209,12,4.3,50.6,3.8,2.4,26.2,11.1,11.8,25.8,"LEXINGTON, KY",14
21239,13,6.6,52.1,4.5,3.2,27.2,16.5,9.2,22.8,"LEXINGTON, KY",15
22001,18.5,2.4,51.4,1.5,2.4,43.1,14.1,21.2,26.7,"LAFAYETTE, LA",17
22005,12.1,5.3,50.7,3,1.9,23.6,10.7,26.4,27.4,"BATON ROUGE, LA",15
22015,12.2,6.5,50.5,4.1,2.1,35.2,13.1,27.6,25.2,"SHREVEPORT-BOSSIER CITY, LA",16
22017,15.2,2.8,52.5,2.2,1.1,44.8,15.4,53.2,24.2,"SHREVEPORT-BOSSIER CITY, LA",18
22019,15.5,3.2,51.2,2.8,2.3,38.1,13.9,29.6,24.9,"LAKE CHARLES, LA",17
22033,13.8,4,52,5.5,3.3,36.3,12.8,52.3,22.8,"BATON ROUGE, LA",17
22051,13.6,14.3,51.4,12.9,8.7,34.5,15.6,36.8,21.9,"NEW ORLEANS, LA",18
22055,11.7,4.6,51.2,4.2,3.2,35,11.8,30.2,23.8,"LAFAYETTE, LA",16
22057,16.9,4.4,50.8,3.2,3.2,34.7,14.2,21.1,23.6,"HOUMA, LA",16
22063,13.5,3.5,51,2.2,1.3,30.9,12.2,9,26.3,"BATON ROUGE, LA",15
22071,13.8,5.5,52.3,5.9,3.4,45.5,12.9,65.9,20.3,"NEW ORLEANS, LA",17
22073,13,2.2,52,1.6,0.6,45.4,13.6,40.1,25.5,"MONROE, LA",17
22075,10.5,6.7,51.3,5.4,3.1,35.9,11.9,31.2,26.5,"NEW ORLEANS, LA",17
22079,17.3,3,51.6,3,2.1,41.5,15.2,36.2,25.2,"ALEXANDRIA, LA",18
22087,13.3,9.9,50.6,5.6,4.5,43.8,10.3,30.1,26.9,"NEW ORLEANS, LA",16
22089,11.5,5.8,50.9,3.4,1.7,28,11.8,30.1,25.1,"NEW ORLEANS, LA",15
22093,15.6,1.6,51.9,0.6,0.8,35.6,15.4,51.5,23.3,"NEW ORLEANS, LA",17
22095,13.7,5.8,51.1,3.3,2.1,38.6,12.6,59.3,25,"NEW ORLEANS, LA",17
22097,12.8,2,52,1.2,2.9,51.2,15.1,43.8,27.2,"LAFAYETTE, LA",17
22099,15.1,2.8,50.7,1.6,4.2,39.9,13.5,34,24.8,"LAFAYETTE, LA",16
22103,14.2,5.4,51.3,3.7,2.8,26,15.4,16.6,24.4,"NEW ORLEANS, LA",15
22109,15.3,5,50.7,3.4,2.8,41.7,12.9,29,25.8,"HOUMA, LA",17
22119,16.9,1.8,51.5,0.7,0.6,53.5,18.4,36.4,22.9,"SHREVEPORT-BOSSIER CITY, LA",17
22121,14.9,3,50.5,1.2,1,32.1,12.6,41.3,24.3,"BATON ROUGE, LA",15
23001,16.3,1.8,51,3,2.4,33.9,16.3,8,21.9,"LEWISTON-AUBURN, ME",15
23005,11.4,2,51.4,6.2,2.7,23.9,16.8,7.9,19.4,"PORTLAND, ME",14
23019,18.4,1.3,50.5,2.6,0.9,36.5,16.9,5.1,18.6,"BANGOR, ME",15
23023,13.1,1.6,51.8,2.7,0.6,27.1,20,4.4,19.4,"PORTLAND, ME",14
23031,14.3,1.6,51.2,3.3,1.6,24.3,18.6,4.1,19.6,"PORTLAND, ME",14
24001,18.4,1.7,47.8,2.3,1.1,37.1,19.3,11.6,17.6,"CUMBERLAND, MD-WV",15
24003,10.6,7.3,50.5,8.3,3.8,15.5,13.8,26.1,22.5,"BALTIMORE, MD",15
24005,11.6,5.1,52.6,12.1,5.2,22.4,16.1,37.9,21.6,"BALTIMORE, MD",16
24009,10.8,3.6,50.3,3.2,1.3,14,13.6,18.7,23.9,"WASHINGTON, DC-MD-VA-WV",14
24013,10.6,3.2,50.5,3.6,1.2,14.3,15.6,7.8,22.3,"BALTIMORE, MD",13
24015,12.7,4.1,50.3,3.4,1.5,23.8,14.4,11.7,23.3,"WILMINGTON-NEWARK, DE-MD",14
24017,8.8,5.4,51.7,6.1,2.4,17.1,11.4,53.2,24.6,"WASHINGTON, DC-MD-VA-WV",15
24021,10.6,8.8,50.7,10.2,4.6,17,13.4,18.8,23.7,"WASHINGTON, DC-MD-VA-WV",15
24025,10.9,4.2,51.1,5.6,2,17.8,14.9,20.6,22.8,"BALTIMORE, MD",14
24027,7.4,6.5,51.1,20.8,7.6,12.5,12.6,41.3,24.6,"BALTIMORE, MD",16
24031,8,19,51.7,32.6,14.2,18.2,14.1,45.7,23.4,"WASHINGTON, DC-MD-VA-WV",19
24033,9.3,17.4,51.8,21.9,11.1,23.8,11.8,81.2,22.5,"WASHINGTON, DC-MD-VA-WV",19
24035,11.2,3.7,50.6,4,1.8,15.9,17.8,10.7,22.1,"BALTIMORE, MD",14
24043,15.7,4.5,49.2,5.1,2.3,29.1,16,17.1,22.3,"HAGERSTOWN, MD",16
24510,15.3,5,53,8,3.5,42.5,12.8,69.7,21,"BALTIMORE, MD",18
25001,13.6,2.7,52.2,7.4,2.8,20.5,28.5,7.8,15.7,"BARNSTABLE-YARMOUTH, MA",15
25003,15.2,4.3,51.7,5.9,2.7,27,21.5,8.9,17.7,"PITTSFIELD, MA",15
25005,14,7.3,51.6,12.7,8,26.9,16,14.7,21,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",17
25009,11.9,19.6,51.8,16.2,10.5,24.2,15.9,19.4,21.8,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",17
25013,16.1,23.9,51.7,8.8,8.9,35.7,15.7,19.6,22.2,"SPRINGFIELD, MA",19
25015,10.7,5.4,53.2,8,2.9,25.6,15.3,11.9,15.3,"SPRINGFIELD, MA",14
25017,9.2,7.7,51.2,20.5,9.3,17.9,14.4,22.1,20.3,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",16
25021,9.8,4.2,52,17.2,7.5,14.8,16,20.6,21.5,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",16
25023,11,3.7,51.3,9,5,18.7,16.7,16.1,22.2,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",15
25025,12.4,22.2,51.6,29.5,18.9,36.3,11.3,44.8,17,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",19
25027,12.1,10.8,50.7,11.8,7.4,23.8,14.5,15.6,21.7,"BOSTON-WORCESTER-LAWRENCE-LOWELL-BROCKTON, MA",16
26005,10.4,7.2,50.1,2.9,1.5,28.8,15.2,5.6,24.8,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",15
26017,16.3,5.2,50.8,1.5,0.7,34.5,18.8,5.5,20.8,"SAGINAW-BAY CITY-MIDLAND, MI",15
26021,14.8,5.2,51.1,5.7,2.6,37.7,18.4,21.6,22.3,"BENTON HARBOR, MI",16
26025,16,5,51.1,3.5,2,37.9,16.6,17.8,23.3,"KALAMAZOO-BATTLE CREEK, MI",17
26037,11.9,4.4,50.6,3,1.4,22.6,15.5,6.3,23,"LANSING-EAST LANSING, MI",14
26045,16.1,5.2,51.1,3.7,3,27.3,16.9,13.2,21.6,"LANSING-EAST LANSING, MI",15
26049,16.6,3.3,51.8,2.6,1,39.8,16.1,25.1,23.2,"FLINT, MI",16
26065,12.6,7.6,51.4,9.4,4.6,39.1,12.4,25,20.1,"LANSING-EAST LANSING, MI",17
26075,15.1,3.4,48.9,1.6,1,33.9,16.2,12.5,22,"JACKSON, MI",15
26077,13.1,4.7,51,4.7,2,34,13.8,18.6,21.9,"KALAMAZOO-BATTLE CREEK, MI",16
26081,11.8,10.3,50.8,8,5.5,32,12.5,19.7,24.9,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",16
26087,14.7,4.6,49.4,2.6,1.4,29.3,16.4,4.4,21.8,"DETROIT, MI",14
26091,15.6,7.8,49.4,1.9,1.4,32.3,17.3,7.3,21.6,"ANN ARBOR, MI",15
26093,10.3,2.3,49.9,3,0.8,16.8,15.2,3.6,22.6,"ANN ARBOR, MI",12
26099,14,2.5,51.3,10.9,6.1,28.1,15.9,17.9,21.7,"DETROIT, MI",16
26111,13.6,2.6,50.9,3.8,1,27.3,16.9,6.5,21.8,"SAGINAW-BAY CITY-MIDLAND, MI",14
26115,13.4,3.5,50.6,2.2,0.9,27.4,16.3,5.5,22.2,"DETROIT, MI",14
26121,15.8,5.4,50.3,1.7,0.9,40.7,15.5,19.3,23.6,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",16
26125,11.7,3.9,51.3,12.4,4.6,20.9,15.5,24.4,21.8,"DETROIT, MI",15
26139,10.2,9.4,50.7,5.7,3.6,25.1,13.7,10,24.6,"GRAND RAPIDS-MUSKEGON-HOLLAND, MI",14
26145,16.6,8.3,51.5,2.5,1.8,39,17.7,24.9,21.8,"SAGINAW-BAY CITY-MIDLAND, MI",17
26147,16.5,3.2,50.4,2.8,0.7,30.5,17.2,6.4,21.7,"DETROIT, MI",15
26159,14.7,11.2,50.3,4.6,3.5,38.8,16.5,13.6,24,"KALAMAZOO-BATTLE CREEK, MI",17
26161,8.8,4.5,50.5,12,4.4,27.1,12.5,26.1,19.3,"ANN ARBOR, MI",15
26163,16.1,5.7,51.9,8.7,5.3,43.6,14.4,46.8,24,"DETROIT, MI",18
27003,10.1,4.2,50,7.9,4.3,19.2,12.5,15.4,24.3,"MINNEAPOLIS-ST. PAUL, MN-WI",14
27009,13,2.2,50.1,3.2,1.5,31.8,13.2,6.7,25,"ST. CLOUD, MN",14
27019,6.5,4.1,50.3,4.8,2.1,11.5,10.4,7.2,27.6,"MINNEAPOLIS-ST. PAUL, MN-WI",12
27025,11.4,2,48.2,2,0.4,17.7,14,4.6,23.4,"MINNEAPOLIS-ST. PAUL, MN-WI",12
27027,10,4.3,50.7,4.2,1.9,26.9,12.7,8.4,23.8,"FARGO-MOORHEAD, ND-MN",14
27037,8.7,6.8,50.8,9.3,4.9,18,12.6,16.9,24.8,"MINNEAPOLIS-ST. PAUL, MN-WI",15
27053,10,6.9,50.6,13.9,7.4,25.2,12.9,26.9,22.2,"MINNEAPOLIS-ST. PAUL, MN-WI",16
27055,10.5,1,49.9,1.1,0.5,24.4,20,2.9,21.5,"LA CROSSE, WI-MN",13
27059,12.8,1.8,49.5,1.5,0.4,22.5,14.5,4.4,24.4,"MINNEAPOLIS-ST. PAUL, MN-WI",13
27109,10.1,4.8,51.1,10.8,4.9,21.5,14.2,15.3,24.7,"ROCHESTER, MN",15
27119,13,6.2,49.3,3.6,2.7,28.9,17.4,7.3,23.8,"GRAND FORKS, ND-MN",14
27123,11.5,7.4,51.3,15.6,10.6,33,13.4,32.7,23.3,"MINNEAPOLIS-ST. PAUL, MN-WI",17
27137,14.3,1.6,49.8,2.4,0.9,32.8,17.7,7.6,19.2,"DULUTH-SUPERIOR, MN-WI",14
27139,7.6,4.9,50.2,8.4,4.9,14.7,9.6,15.5,28.5,"MINNEAPOLIS-ST. PAUL, MN-WI",15
27141,8.6,2.5,48.9,2.9,1.2,18.4,10.3,7,27.1,"MINNEAPOLIS-ST. PAUL, MN-WI",12
27145,10.7,3.2,49.7,6.2,4.1,28.9,13.8,10.5,23,"ST. CLOUD, MN",14
27163,9,3.9,50.5,6.7,2.4,14.5,13.3,13.6,25,"MINNEAPOLIS-ST. PAUL, MN-WI",14
27171,8.5,2.8,49.6,2.9,1.4,17,11.5,5.3,28.6,"MINNEAPOLIS-ST. PAUL, MN-WI",12
28033,11.7,4.8,51.6,3.5,2,26.4,12.1,30.4,26.4,"MEMPHIS, TN-AR-MS",16
28035,21.1,3,52.4,2.7,1.4,47.3,12.7,40.4,23.2,"HATTIESBURG, MS",18
28045,18.1,3.8,51.3,2.1,0.9,38.3,18.6,12.6,22,"BILOXI-GULFPORT-PASCAGOULA, MS",16
28047,15.3,5.3,50.7,4.8,2.5,42.1,13.6,31.4,24.3,"BILOXI-GULFPORT-PASCAGOULA, MS",17
28049,12.3,1.5,53.3,1.8,1.2,45.3,12.6,74,24.9,"JACKSON, MS",17
28059,17.6,5.9,50.7,3.4,2.5,34.7,14.5,28.3,24.1,"BILOXI-GULFPORT-PASCAGOULA, MS",17
28073,15.4,2.5,52.1,2.8,1,33.5,12.3,24,25.3,"HATTIESBURG, MS",15
